trial,time,setting,true_y,lower_bound,upper_bound,violation
0,100,Setting 1 (i.i.d. data),4.389725410177062,0.9341775336147807,3.9248306262147747,True
0,101,Setting 1 (i.i.d. data),4.377629939506818,1.9532427255880123,5.026292579688395,False
0,102,Setting 1 (i.i.d. data),-0.8288595239012202,-3.2257198176538786,0.08127465853139583,False
0,103,Setting 1 (i.i.d. data),-3.2840951338381723,-4.697347076131983,-1.6222979610725623,False
0,104,Setting 1 (i.i.d. data),-2.0392391633767097,-4.240044387224971,-1.0949873901100649,False
0,105,Setting 1 (i.i.d. data),-3.7737308042852518,-3.0803118662780666,-0.08494154956441768,True
0,106,Setting 1 (i.i.d. data),2.696966428710905,0.26988886991543437,3.3470287155580003,False
0,107,Setting 1 (i.i.d. data),-4.499223720524087,-6.075567836921028,-2.9616992325102465,False
0,108,Setting 1 (i.i.d. data),0.7658098814846108,-2.2455048455977065,0.8888681521307952,False
0,109,Setting 1 (i.i.d. data),1.0568856634152706,-0.7027843725595855,2.4285872140506903,False
0,110,Setting 1 (i.i.d. data),-0.11424950777876891,-1.2902852011539745,1.7208399457786963,False
0,111,Setting 1 (i.i.d. data),-4.120058604345339,-5.064355248817041,-1.9440283307480706,False
0,112,Setting 1 (i.i.d. data),-4.668239816813519,-5.271288739732652,-2.150283816295064,False
0,113,Setting 1 (i.i.d. data),-1.6806240471168548,-1.1572359283044396,1.7742623097095809,True
0,114,Setting 1 (i.i.d. data),-2.8922626522321466,-2.827626478163138,0.46080625876919895,True
0,115,Setting 1 (i.i.d. data),-0.39259747720516625,-1.5965549459674557,1.6621123861555183,False
0,116,Setting 1 (i.i.d. data),-0.41548581024597775,-2.998545654400084,0.32027747566913634,False
0,117,Setting 1 (i.i.d. data),2.161301235546582,0.040172403752925086,3.3760664476440767,False
0,118,Setting 1 (i.i.d. data),-1.6994522771681977,-3.0450716097864556,0.30107084355131253,False
0,119,Setting 1 (i.i.d. data),-3.009005833844581,-3.7971671516963177,-0.331186427537842,False
0,120,Setting 1 (i.i.d. data),5.200388359566548,2.0118598031673103,5.377870708140012,False
0,121,Setting 1 (i.i.d. data),-2.014995467943218,-3.3395628635662566,0.044505813616999484,False
0,122,Setting 1 (i.i.d. data),0.7464714826410064,-1.7771287946450451,1.4623467639102825,False
0,123,Setting 1 (i.i.d. data),0.6670166918207094,-1.9891932951908906,1.2285121099804621,False
0,124,Setting 1 (i.i.d. data),2.3840665652398205,4.050720895703827,7.387827596795753,True
0,125,Setting 1 (i.i.d. data),-2.132499132130038,-3.6004605325556276,-0.15861350280041436,False
0,126,Setting 1 (i.i.d. data),-1.5517239357082884,-2.4949910806938624,1.0947186421038135,False
0,127,Setting 1 (i.i.d. data),2.1123216471707313,0.6733925431110384,4.194548269131159,False
0,128,Setting 1 (i.i.d. data),1.2080985939574176,1.062255524920914,4.450910617628313,False
0,129,Setting 1 (i.i.d. data),3.4680251773308948,0.002525343877025336,3.536813528402409,False
0,130,Setting 1 (i.i.d. data),-5.242053160992118,-7.236994408185605,-3.337522109349303,False
0,131,Setting 1 (i.i.d. data),1.332392074371887,-0.6848118222355568,3.134577957196891,False
