method,time,true_y,lower_bound,upper_bound,violation
nexCP+WLS,100,0.393421,0.2202652729070519,0.5338977738646234,False
nexCP+WLS,101,0.421053,0.22046360200817014,0.5033779004749638,False
nexCP+WLS,102,0.473684,0.26021536739985324,0.5540969900167482,False
nexCP+WLS,103,0.475,0.3070094306735001,0.5837665905155286,False
nexCP+WLS,104,0.43114,0.30801374932329495,0.5825422108732435,False
nexCP+WLS,105,0.450439,0.27508626826998867,0.5544732018649424,False
nexCP+WLS,106,0.444737,0.24294487979306084,0.5215383383245369,False
nexCP+WLS,107,0.464474,0.22277009935915631,0.5057799703908319,False
nexCP+WLS,108,0.361842,-0.055257056027791115,0.28152460208612956,True
nexCP+WLS,109,0.363596,0.10981753749807112,0.40320452912008087,False
nexCP+WLS,110,0.380702,0.0877155764093441,0.3890011222376061,False
nexCP+WLS,111,0.420175,0.12012963624663603,0.41008052436191605,True
nexCP+WLS,112,0.369298,0.11017616236394377,0.4050836703977714,False
nexCP+WLS,113,0.360088,0.06649477773183003,0.3600146732851776,True
nexCP+WLS,114,0.372368,0.1791113903767734,0.4883690037339658,False
nexCP+WLS,115,0.433772,0.24561247786538692,0.5349350512853057,False
nexCP+WLS,116,0.396053,0.21178972295300416,0.4937165030422361,False
nexCP+WLS,117,0.353947,0.2039325895029005,0.49084129358596285,False
nexCP+WLS,118,0.375877,0.1852396402764741,0.4636041800686701,False
nexCP+WLS,119,0.368421,0.1854516963027913,0.46409875173024223,False
nexCP+WLS,120,0.567105,0.5515651441132099,0.8347688458321628,False
nexCP+WLS,121,0.577632,0.5247696384239956,0.8183596442237742,False
nexCP+WLS,122,0.570614,0.46870109018947864,0.7576771981494107,False
nexCP+WLS,123,0.568421,0.4325658440312584,0.7201647149219328,False
nexCP+WLS,124,0.527193,0.39842356713217797,0.6885712709515429,False
nexCP+WLS,125,0.569737,0.3739859024948657,0.6608580299115527,False
nexCP+WLS,126,0.742544,0.5510884156958732,0.8461753978853888,False
nexCP+WLS,127,0.704825,0.5764644961463435,0.8623201104001477,False
nexCP+WLS,128,0.683333,0.5595314792625239,0.8388793775693466,False
